id,ibpu_percentage,ibpa_percentage,tdc_percentage
7371,71.6,56.79,20.37
7372,60.49,58.02,29.16
7373,54.32,57.4,14.46
7374,67.9,66.66,25.23
7375,53.08,54.32,8.68
7376,60.49,57.4,31.94
7377,49.38,48.14,46.64
7378,65.43,56.79,17.36
7379,48.14,48.76,17.36
7380,55.55,56.79,28.0
7381,40.74,55.55,14.46
7382,54.32,45.06,25.11
7383,59.25,50.61,11.57
7384,65.43,65.43,27.08
7385,54.32,56.17,23.26
7386,65.43,61.11,17.36
7387,54.32,54.32,17.36
7388,56.79,55.55,43.75
7389,56.79,50.61,16.43
7390,67.9,60.49,14.46
7391,59.25,54.93,37.96
7392,60.49,64.19,26.15
7393,55.55,54.32,20.25
7394,55.55,48.76,8.68
7395,59.25,52.46,14.46
7396,48.14,45.67,17.36
7397,59.25,59.87,16.43
7398,65.43,63.58,26.04
7399,72.83,53.08,29.05
7400,62.96,61.11,14.46
7401,56.79,58.64,28.12
7402,49.38,46.91,30.09
7403,58.02,53.7,31.82
7404,62.96,53.08,25.23
7405,49.38,51.85,38.77
7406,58.02,55.55,17.36
7407,59.25,51.23,25.23
7408,61.72,59.25,11.57
7409,58.02,56.17,25.11
7410,58.02,52.46,33.91
7411,70.37,53.08,37.84
7412,65.43,60.49,30.09
7413,45.67,41.97,5.78
7414,75.3,69.13,28.0
7415,61.72,58.64,17.36
7416,58.02,51.85,19.32
7417,58.02,62.34,26.15
7418,51.85,51.85,23.14
7419,67.9,58.02,35.99
7420,51.85,50.61,33.91
7421,53.08,62.34,39.69
7422,70.37,66.04,11.57
7423,51.85,54.32,19.32
7424,65.43,61.72,17.36
7425,54.32,58.02,38.77
7426,48.14,56.79,22.33
7427,64.19,56.79,47.45
7428,56.79,50.0,20.25
7429,75.3,62.34,30.9
7430,56.79,59.87,21.41
7431,65.43,59.25,17.36
7432,70.37,58.64,10.64
7433,62.96,59.25,13.54
7434,53.08,53.7,23.26
7435,62.96,62.34,8.68
7436,58.02,55.55,13.54
7437,50.61,50.0,23.26
7438,70.37,53.08,25.11
7439,49.38,50.61,20.25
7440,54.32,58.64,28.0
7441,48.14,45.06,8.68
7442,40.74,46.91,11.57
7443,60.49,52.46,17.36
7444,48.14,59.25,20.37
7445,67.9,50.0,11.57
7446,62.96,66.04,28.12
7447,56.79,57.4,8.68
7448,54.32,51.23,28.12
7449,45.67,48.14,32.87
7450,65.43,56.17,14.46
7451,56.79,57.4,14.46
7452,39.5,45.67,14.46
7453,60.49,59.87,2.89
7454,49.38,44.44,23.14
7455,55.55,58.64,11.57
7456,64.19,60.49,5.78
7457,44.44,51.85,14.46
7458,65.43,55.55,2.89
7459,51.85,55.55,8.68
7460,55.55,53.08,11.57
7461,49.38,53.7,14.46
7462,51.85,51.23,14.58
7463,59.25,57.4,17.36
7464,54.32,54.32,28.12
7465,66.66,55.55,11.57
7466,55.55,53.7,11.57
7467,53.08,53.08,20.25
7468,49.38,56.17,16.43
7469,41.97,41.35,11.57
7470,43.2,51.23,5.78
7471,50.61,59.25,8.68
7472,58.02,50.0,13.54
7473,40.74,45.67,30.9
7474,70.37,61.72,17.36
7475,60.49,53.7,14.46
7476,60.49,54.32,20.25
7477,62.96,55.55,28.0
7478,58.02,59.87,23.26
7479,70.37,58.02,17.36
7480,54.32,54.93,17.36
7481,51.85,51.23,33.1
7482,60.49,56.79,5.78
7483,60.49,59.87,11.57
7484,61.72,50.61,31.94
7485,53.08,53.7,5.78
7486,58.02,54.93,16.43
7487,62.96,45.67,26.27
7488,62.96,63.58,14.46
7489,46.91,44.44,16.43
7490,82.71,63.58,31.01
7491,70.37,63.58,19.44
7492,62.96,50.61,11.57
7493,55.55,58.02,17.36
7494,46.91,56.17,8.68
7495,67.9,62.34,22.22
7496,53.08,53.7,26.04
7497,55.55,58.64,17.36
7498,62.96,61.72,11.57
7499,55.55,58.64,14.46
7500,44.44,56.17,42.7
7501,65.43,60.49,23.14
7502,51.85,56.79,2.89
7503,60.49,56.17,31.01
7504,75.3,59.87,22.22
7505,65.43,59.87,14.46
7506,65.43,54.93,23.26
7507,65.43,62.96,14.46
7508,65.43,60.49,16.43
7509,60.49,61.11,20.25
7510,55.55,51.85,19.32
7511,65.43,61.11,16.43
7512,45.67,46.91,14.46
7513,59.25,55.55,19.44
7514,58.02,59.25,5.78
7515,60.49,64.19,30.9
7516,55.55,54.93,5.78
7517,45.67,47.53,22.22
7518,71.6,63.58,31.94
7519,75.3,63.58,42.59
7520,60.49,55.55,29.05
7521,56.79,51.85,17.36
7522,60.49,59.25,25.23
7523,46.91,58.02,32.98
7524,49.38,58.64,19.32
7525,53.08,48.76,16.43
7526,58.02,48.14,31.94
7527,61.72,58.64,55.43
7528,58.02,58.02,14.46
7529,50.61,54.32,20.25
7530,55.55,51.23,19.32
7531,58.02,55.55,31.94
7532,49.38,58.64,0.0
7533,45.67,43.82,28.0
7534,53.08,51.23,41.78
7535,49.38,53.7,17.36
7536,67.9,60.49,19.44
7537,43.2,46.29,17.36
7538,62.96,56.17,38.77
7539,75.3,60.49,25.23
7540,53.08,55.55,8.68
7541,44.44,52.46,20.25
7542,43.2,51.85,7.75
7543,64.19,55.55,31.94
7544,55.55,58.64,13.54
7545,53.08,54.93,5.78
7546,55.55,52.46,19.32
7547,64.19,56.17,22.22
7548,75.3,67.9,33.91
7549,56.79,43.82,20.25
7550,55.55,60.49,7.75
7551,53.08,56.79,29.05
7552,58.02,55.55,27.19
7553,49.38,53.08,14.46
7554,67.9,62.96,17.36
7555,49.38,51.85,22.22
7556,44.44,44.44,20.25
7557,70.37,67.9,35.87
7558,45.67,50.61,17.36
7559,75.3,70.98,19.32
7560,65.43,54.32,20.25
7561,56.79,52.46,29.05
7562,53.08,51.85,26.04
7563,49.38,58.64,28.0
7564,54.32,61.11,25.23
7565,48.14,48.14,23.14
7566,55.55,58.64,23.26
7567,51.85,53.08,34.83
7568,59.25,57.4,28.12
7569,67.9,65.43,14.46
7570,53.08,53.7,36.92
7571,69.13,64.81,22.33
7572,50.61,52.46,20.25
7573,58.02,59.25,23.14
7574,70.37,62.34,8.68
7575,58.02,56.17,11.57
7576,67.9,66.04,32.98
7577,46.91,52.46,11.57
7578,62.96,50.61,17.36
7579,58.02,58.02,16.43
7580,55.55,50.0,20.37
7581,46.91,48.76,8.68
7582,44.44,43.82,28.0
7583,53.08,59.25,30.9
7584,60.49,58.02,20.25
7585,58.02,53.7,17.36
7586,60.49,55.55,5.78
7587,55.55,58.02,14.46
7588,49.38,58.02,13.54
7589,65.43,59.87,17.36
7590,54.32,58.02,48.61
7591,58.02,61.11,43.75
7592,53.08,56.79,24.18
7593,65.43,60.49,16.43
7594,46.91,46.91,19.32
7595,65.43,54.32,20.25
7596,65.43,56.79,19.32
7597,55.55,51.23,5.78
7598,80.24,63.58,5.78
7599,46.91,52.46,11.57
7600,55.55,56.79,11.57
7601,53.08,61.11,5.78
7602,51.85,57.4,17.36
7603,62.96,58.64,8.68
7604,61.72,53.08,11.57
7605,48.14,50.61,33.91
7606,58.02,56.79,19.32
7607,65.43,64.81,14.46
7608,56.79,48.76,23.26
7609,56.79,59.25,17.47
7610,54.32,51.23,14.46
7611,70.37,61.72,20.25
7612,49.38,56.17,14.46
7613,62.96,62.34,11.57
7614,54.32,54.93,28.12
7615,55.55,59.87,23.14
7616,62.96,64.19,14.46
7617,75.3,55.55,2.89
7618,49.38,54.93,17.36
7619,43.2,53.08,38.88
7620,60.49,60.49,17.36
7621,62.96,59.25,23.14
7622,58.02,56.17,34.02
7623,58.02,64.19,31.01
7624,49.38,56.79,11.57
7625,58.02,64.19,30.9
7626,62.96,54.32,26.15
7627,58.02,58.02,20.25
7628,60.49,55.55,31.01
7629,56.79,49.38,23.14
7630,66.66,58.02,17.36
7631,65.43,66.04,17.36
7632,48.14,50.0,11.57
7633,65.43,56.79,26.04
7634,62.96,56.17,8.68
7635,60.49,61.72,40.85
7636,48.14,51.85,14.46
7637,53.08,60.49,5.78
7638,58.02,54.93,32.98
7639,64.19,55.55,28.93
7640,55.55,53.08,20.37
7641,60.49,53.7,19.32
7642,55.55,60.49,16.43
7643,58.02,61.72,22.22
7644,64.19,61.72,11.57
7645,53.08,48.76,36.92
7646,54.32,49.38,31.94
7647,46.91,46.91,17.36
7648,72.83,58.64,2.89
7649,72.83,65.43,19.32
7650,50.61,53.7,17.36
7651,64.19,55.55,26.15
7652,55.55,56.17,8.68
7653,50.61,53.08,23.14
7654,65.43,57.4,17.36
7655,65.43,63.58,42.82
7656,53.08,59.87,35.87
7657,46.91,53.08,25.23
7658,55.55,61.11,22.22
7659,61.72,54.32,11.57
7660,58.02,43.82,32.98
7661,66.66,59.87,5.78
7662,58.02,53.7,20.25
7663,56.79,52.46,28.12
7664,61.72,61.72,20.25
7665,50.61,54.93,20.25
7666,53.08,53.08,26.15
7667,70.37,61.72,25.23
7668,59.25,56.17,5.78
7669,54.32,56.79,23.14
7670,43.2,55.55,11.57
7671,62.96,52.46,16.43
7672,53.08,53.08,2.89
7673,46.91,50.0,29.05
7674,61.72,57.4,11.57
7675,70.37,55.55,17.36
7676,49.38,53.7,8.68
7677,67.9,59.25,8.68
7678,56.79,41.97,10.64
7679,50.61,55.55,11.57
7680,65.43,58.02,8.68
7681,65.43,67.9,39.69
7682,61.72,53.7,38.77
7683,49.38,46.91,8.68
7684,53.08,50.61,13.54
7685,62.96,50.61,25.23
7686,53.08,56.17,26.04
7687,48.14,51.23,13.54
7688,70.37,58.64,20.25
7689,76.54,57.4,26.04
7690,59.25,60.49,23.26
7691,51.85,57.4,35.87
7692,53.08,61.11,14.46
7693,64.19,66.04,29.05
7694,72.83,59.87,19.32
7695,72.83,61.72,11.57
7696,50.61,58.02,19.32
7697,44.44,55.55,17.36
7698,50.61,51.23,23.26
7699,55.55,54.93,8.68
7700,44.44,47.53,16.43
7701,67.9,61.11,30.09
7702,55.55,58.64,23.14
7703,51.85,54.93,19.32
7704,60.49,66.66,14.46
7705,46.91,38.88,25.11
7706,69.13,50.61,14.46
7707,65.43,60.49,19.32
7708,49.38,53.7,8.68
7709,60.49,64.19,11.57
7710,55.55,44.44,23.14
7711,75.3,65.43,11.57
7712,65.43,62.96,26.15
7713,50.61,54.32,30.9
7714,58.02,53.08,14.46
7715,49.38,52.46,11.57
7716,75.3,60.49,20.25
7717,77.77,62.96,14.46
7718,64.19,59.25,29.05
7719,62.96,59.25,20.25
7720,62.96,60.49,26.15
7721,53.08,58.02,17.36
7722,46.91,50.0,8.68
7723,62.96,52.46,27.08
7724,58.02,57.4,14.46
7725,53.08,58.02,11.57
7726,65.43,58.02,17.36
7727,55.55,50.61,22.22
7728,72.83,64.19,7.75
7729,55.55,58.02,17.47
7730,51.85,62.34,25.11
7731,44.44,48.14,28.12
7732,70.37,60.49,29.05
7733,67.9,62.96,14.46
7734,72.83,62.34,19.32
7735,59.25,54.93,25.11
7736,45.67,53.7,26.15
7737,60.49,56.79,11.57
7738,58.02,54.32,17.36
7739,50.61,53.7,11.57
7740,54.32,47.53,22.33
7741,75.3,61.11,26.15
7742,70.37,65.43,11.57
7743,58.02,54.93,16.43
7744,49.38,51.23,26.04
7745,54.32,55.55,30.09
7746,44.44,49.38,16.43
7747,54.32,56.79,16.43
7748,54.32,58.64,14.46
7749,62.96,60.49,17.36
7750,46.91,46.91,20.25
7751,56.79,56.17,23.14
7752,80.24,65.43,31.01
7753,45.67,48.14,20.25
7754,64.19,63.58,28.12
7755,50.61,50.61,14.46
7756,60.49,66.04,8.68
7757,62.96,61.72,28.93
7758,67.9,62.96,30.09
7759,54.32,58.64,8.68
7760,58.02,55.55,14.46
7761,67.9,56.79,14.46
7762,58.02,50.61,14.46
7763,60.49,58.64,28.12
7764,55.55,61.11,23.14
7765,58.02,59.87,11.57
7766,70.37,60.49,14.46
7767,58.02,51.23,32.98
7768,60.49,52.46,13.54
7769,56.79,59.25,16.43
7770,55.55,55.55,17.36
7771,67.9,69.13,8.68
7772,65.43,59.25,8.68
7773,62.96,59.87,26.04
7774,51.85,55.55,17.36
7775,58.02,61.11,14.46
7776,70.37,58.64,14.46
7777,62.96,70.37,42.59
7778,50.61,53.7,19.32
7779,58.02,54.32,40.62
7780,48.14,44.44,8.68
7781,67.9,61.72,5.78
7782,48.14,52.46,26.15
7783,80.24,62.34,20.37
7784,62.96,61.11,20.25
7785,55.55,58.64,20.25
7786,67.9,66.66,9.72
7787,58.02,57.4,8.68
7788,55.55,51.85,34.02
7789,65.43,61.72,14.46
7790,49.38,51.85,17.36
7791,58.02,61.11,25.23
7792,46.91,48.14,26.15
7793,55.55,62.34,17.36
7794,51.85,53.7,24.3
7795,75.3,52.46,17.36
7796,54.32,55.55,33.79
7797,60.49,55.55,19.32
7798,50.61,50.61,19.32
7799,53.08,57.4,5.78
7800,50.61,58.64,11.57
7801,60.49,62.34,11.57
7802,64.19,64.19,35.87
7803,49.38,46.29,28.93
7804,60.49,62.96,45.6
7805,61.72,58.64,23.14
7806,51.85,51.85,14.46
7807,46.91,57.4,40.74
7808,62.96,52.46,20.25
7809,70.37,70.98,38.77
7810,64.19,53.08,30.09
7811,58.02,49.38,14.46
7812,55.55,53.7,17.36
7813,46.91,53.08,14.46
7814,72.83,61.72,8.68
7815,58.02,53.08,25.23
7816,55.55,60.49,2.89
7817,76.54,61.72,14.46
7818,49.38,46.29,25.11
7819,53.08,50.0,2.89
7820,53.08,53.7,11.57
7821,65.43,59.87,11.57
7822,46.91,50.61,14.46
7823,67.9,70.37,14.46
7824,49.38,54.93,14.46
7825,46.91,46.29,14.46
7826,46.91,53.08,11.57
7827,70.37,63.58,23.14
7828,72.83,61.11,32.87
7829,55.55,51.23,34.95
7830,70.37,57.4,16.43
7831,53.08,50.61,28.12
7832,54.32,57.4,14.46
7833,56.79,53.7,30.9
7834,58.02,52.46,23.14
7835,51.85,51.85,37.84
7836,55.55,51.85,26.04
7837,58.02,56.79,8.68
7838,70.37,59.87,19.32
7839,44.44,48.14,11.57
7840,54.32,58.02,11.57
7841,50.61,50.0,17.36
7842,65.43,62.34,26.15
7843,53.08,51.85,23.26
7844,56.79,53.08,2.89
7845,59.25,62.96,20.25
7846,43.2,48.76,29.05
7847,60.49,54.93,22.33
7848,60.49,59.25,17.36
7849,66.66,52.46,32.98
7850,66.66,67.9,5.78
7851,53.08,59.87,14.46
7852,65.43,59.87,30.09
7853,67.9,59.25,34.83
7854,49.38,58.02,31.01
7855,53.08,53.08,25.23
7856,51.85,52.46,14.46
7857,48.14,50.0,54.39
7858,71.6,48.76,17.36
7859,56.79,52.46,11.57
7860,50.61,50.0,14.46
7861,49.38,55.55,16.43
7862,65.43,53.08,23.14
7863,55.55,53.08,19.32
7864,62.96,60.49,8.68
7865,64.19,51.23,34.83
7866,62.96,53.7,20.25
7867,50.61,51.23,17.36
7868,46.91,51.23,23.14
7869,72.83,61.72,11.57
7870,58.02,62.34,14.46
7871,65.43,47.53,17.36
7872,51.85,48.76,23.26
7873,54.32,50.0,30.9
7874,71.6,65.43,17.36
7875,51.85,42.59,32.98
7876,56.79,61.72,11.57
7877,46.91,43.82,19.32
7878,51.85,58.02,17.36
7879,67.9,56.17,8.68
7880,58.02,58.64,14.46
7881,58.02,63.58,37.84
7882,53.08,54.93,20.25
7883,62.96,57.4,31.01
7884,61.72,50.61,26.15
7885,48.14,54.32,17.36
7886,72.83,61.72,16.43
7887,58.02,58.02,39.69
7888,59.25,56.17,19.32
7889,60.49,48.76,17.36
7890,53.08,56.17,5.78
7891,58.02,53.08,17.36
7892,56.79,54.32,36.8
7893,54.32,51.23,26.04
7894,50.61,44.44,24.3
7895,58.02,56.79,28.93
7896,70.37,58.02,20.25
7897,62.96,62.34,17.36
7898,65.43,49.38,20.25
7899,71.6,59.25,5.78
7900,64.19,61.11,19.44
7901,59.25,56.17,8.68
7902,43.2,52.46,20.25
7903,59.25,62.96,14.46
7904,56.79,49.38,32.98
7905,45.67,53.08,41.66
7906,62.96,51.85,14.46
7907,60.49,62.34,36.8
7908,56.79,56.17,14.46
7909,58.02,58.02,17.47
7910,56.79,56.79,5.78
7911,67.9,59.25,20.25
7912,62.96,57.4,11.57
7913,49.38,56.79,28.0
7914,70.37,59.87,35.87
7915,75.3,59.87,29.05
7916,48.14,43.2,31.01
7917,43.2,51.85,17.36
7918,54.32,46.29,11.57
7919,60.49,56.17,14.46
7920,48.14,50.61,29.05
7921,64.19,56.79,17.36
7922,44.44,51.85,38.88
7923,58.02,60.49,10.64
7924,55.55,52.46,11.57
7925,58.02,54.32,17.36
7926,46.91,48.76,25.11
7927,55.55,51.23,8.68
7928,49.38,49.38,11.57
7929,66.66,54.32,14.46
7930,70.37,62.34,8.68
7931,58.02,55.55,14.46
7932,58.02,60.49,19.32
7933,49.38,57.4,29.05
7934,59.25,57.4,11.57
7935,67.9,54.93,17.36
7936,65.43,64.81,37.84
7937,65.43,62.34,63.31
7938,58.02,63.58,17.36
7939,62.96,56.17,17.36
7940,62.96,61.72,14.46
7941,45.67,45.06,8.68
7942,44.44,52.46,2.89
7943,59.25,54.93,11.57
7944,55.55,53.7,8.68
7945,48.14,42.59,29.05
7946,70.37,61.11,20.25
7947,50.61,54.93,14.46
7948,55.55,54.93,17.36
7949,62.96,61.72,11.57
7950,51.85,45.67,17.36
7951,66.66,56.17,11.57
7952,44.44,57.4,8.68
7953,60.49,54.93,14.46
7954,60.49,50.0,11.57
7955,53.08,60.49,19.32
7956,67.9,60.49,31.01
7957,55.55,64.19,13.54
7958,53.08,48.76,23.14
7959,67.9,69.13,17.36
7960,51.85,54.32,52.54
7961,50.61,56.17,14.58
7962,62.96,56.17,43.51
7963,58.02,54.32,14.46
7964,62.96,56.79,25.23
7965,80.24,69.75,27.19
7966,65.43,57.4,33.91
7967,54.32,60.49,20.37
7968,54.32,56.79,16.43
7969,62.96,62.34,35.87
7970,69.13,59.25,14.46
7971,49.38,54.32,22.33
7972,72.83,62.34,17.36
7973,58.02,54.93,34.83
7974,58.02,53.08,11.57
7975,54.32,44.44,31.94
7976,55.55,52.46,16.43
7977,70.37,56.79,11.57
7978,55.55,48.76,19.44
7979,54.32,52.46,5.78
7980,58.02,45.06,20.25
7981,53.08,45.06,11.57
7982,65.43,56.17,26.04
7983,67.9,64.81,14.46
7984,70.37,58.02,14.46
7985,54.32,57.4,11.57
7986,53.08,53.7,8.68
7987,34.56,41.35,29.05
7988,58.02,50.61,8.68
7989,46.91,52.46,34.95
7990,48.14,48.14,23.26
7991,45.67,52.46,30.9
7992,72.83,64.81,20.25
7993,59.25,56.79,20.37
7994,64.19,57.4,26.04
7995,61.72,56.17,17.36
7996,54.32,51.85,29.05
7997,37.03,43.2,19.32
7998,51.85,52.46,21.41
7999,44.44,48.14,0.0
8000,55.55,61.11,17.36
8001,59.25,54.32,11.57
8002,55.55,50.61,61.22
8003,72.83,62.34,14.46
8004,59.25,49.38,2.89
8005,55.55,66.04,11.57
8006,70.37,56.17,20.25
8007,49.38,56.79,17.36
8008,70.37,64.81,28.12
8009,55.55,51.23,11.57
8010,56.79,54.93,17.47
8011,51.85,54.32,14.46
8012,55.55,55.55,17.36
8013,49.38,57.4,16.43
8014,64.19,52.46,24.3
8015,49.38,51.23,30.09
8016,77.77,57.4,20.25
8017,53.08,54.93,20.25
8018,66.66,63.58,20.25
8019,66.66,64.19,28.0
8020,49.38,53.7,39.69
8021,65.43,60.49,26.15
8022,58.02,54.32,14.46
8023,43.2,53.08,31.01
8024,49.38,48.76,11.57
8025,54.32,59.87,11.57
8026,44.44,52.46,31.82
8027,45.67,50.61,26.15
8028,58.02,61.11,17.36
8029,49.38,51.85,17.36
8030,59.25,53.08,20.25
8031,55.55,49.38,26.04
8032,69.13,58.64,14.46
8033,56.79,45.67,19.32
8034,60.49,46.91,5.78
8035,53.08,50.61,34.02
8036,48.14,47.53,17.36
8037,51.85,50.61,31.94
8038,55.55,53.08,14.46
8039,51.85,64.19,11.57
8040,53.08,53.08,20.37
8041,56.79,58.64,25.11
8042,62.96,56.17,33.79
8043,54.32,51.23,17.36
8044,66.66,61.11,19.32
8045,51.85,59.87,5.78
8046,62.96,49.38,40.74
8047,56.79,56.17,34.02
8048,58.02,59.87,14.46
8049,62.96,54.32,20.25
8050,56.79,58.64,31.94
8051,59.25,59.87,14.46
8052,59.25,55.55,11.57
8053,51.85,53.7,20.25
8054,85.18,67.28,17.36
8055,46.91,53.7,29.05
8056,50.61,53.7,5.78
8057,45.67,52.46,8.68
8058,41.97,48.14,11.57
8059,55.55,54.32,11.57
8060,59.25,59.25,23.14
8061,40.74,48.14,26.15
8062,55.55,62.96,36.8
8063,45.67,49.38,11.57
8064,55.55,50.0,14.46
8065,60.49,61.11,19.32
8066,62.96,56.79,17.36
8067,34.56,46.29,11.57
8068,54.32,54.32,30.09
8069,70.37,58.02,20.25
8070,53.08,54.93,29.05
8071,53.08,53.7,17.36
8072,55.55,52.46,26.15
8073,58.02,50.0,17.36
8074,60.49,51.85,8.68
8075,40.74,46.29,21.29
8076,54.32,56.79,25.23
8077,72.83,64.19,5.78
8078,56.79,49.38,10.64
8079,51.85,45.67,48.84
8080,56.79,57.4,17.36
8081,62.96,61.72,16.43
8082,58.02,51.85,37.84
8083,70.37,44.44,14.46
8084,55.55,49.38,20.25
8085,46.91,47.53,28.12
8086,56.79,58.64,17.47
8087,59.25,54.93,26.15
8088,60.49,50.0,40.62
8089,65.43,54.32,28.12
8090,54.32,54.93,11.57
8091,58.02,53.7,17.36
8092,60.49,51.85,17.36
8093,45.67,54.32,11.57
8094,53.08,48.14,8.68
8095,56.79,55.55,29.05
8096,65.43,50.61,27.08
8097,44.44,48.76,20.25
8098,55.55,58.02,20.25
8099,62.96,63.58,26.15
8100,46.91,52.46,14.46
8101,49.38,48.76,20.25
8102,44.44,50.61,29.05
8103,66.66,63.58,34.83
8104,44.44,48.76,20.37
8105,62.96,56.79,22.22
8106,65.43,59.25,39.81
8107,67.9,62.34,17.36
8108,55.55,53.08,17.36
8109,70.37,50.61,11.57
8110,67.9,65.43,11.57
8111,65.43,56.17,17.36
8112,53.08,59.25,5.78
8113,75.3,61.72,23.26
8114,65.43,60.49,13.54
8115,66.66,64.81,26.04
8116,53.08,56.17,8.68
8117,44.44,50.61,11.57
8118,67.9,64.19,11.57
8119,60.49,62.34,23.14
8120,70.37,61.72,21.29
8121,61.72,51.85,36.92
8122,50.61,50.61,35.87
8123,70.37,65.43,26.04
8124,55.55,58.64,8.68
8125,55.55,54.32,20.37
8126,53.08,49.38,36.8
8127,65.43,59.87,25.23
8128,58.02,52.46,20.25
8129,55.55,51.23,17.36
8130,49.38,59.25,17.36
8131,58.02,62.34,19.32
8132,60.49,55.55,39.0
8133,50.61,46.91,17.36
8134,56.79,56.79,31.94
8135,46.91,54.93,13.54
8136,46.91,55.55,11.57
8137,60.49,53.08,22.22
8138,72.83,55.55,20.25
8139,62.96,59.25,11.57
8140,50.61,49.38,25.11
8141,61.72,54.32,7.75
8142,61.72,52.46,29.05
8143,50.61,49.38,17.36
8144,58.02,58.02,11.57
8145,67.9,53.7,14.46
8146,62.96,55.55,8.68
8147,51.85,58.02,32.98
8148,66.66,53.7,8.68
8149,60.49,52.46,11.57
8150,75.3,51.85,28.12
8151,62.96,49.38,14.46
8152,61.72,45.67,14.46
8153,51.85,53.08,23.14
8154,50.61,47.53,38.77
8155,55.55,58.02,22.22
8156,70.37,58.64,11.57
8157,67.9,57.4,43.51
8158,65.43,56.79,36.8
8159,67.9,50.61,25.11
8160,62.96,58.64,23.14
8161,49.38,50.0,8.68
8162,59.25,55.55,28.93
8163,62.96,62.34,17.36
8164,66.66,46.91,8.68
8165,74.07,59.25,31.01
8166,62.96,53.08,23.14
8167,67.9,61.72,21.29
8168,58.02,49.38,20.25
8169,62.96,54.32,16.43
8170,65.43,61.72,31.82
8171,46.91,45.06,25.23
8172,50.61,42.59,17.36
8173,70.37,57.4,11.57
8174,75.3,66.04,24.3
8175,61.72,59.87,20.37
8176,62.96,51.85,11.57
8177,58.02,52.46,17.36
8178,56.79,58.02,33.91
8179,55.55,51.23,8.68
8180,60.49,58.64,14.46
8181,53.08,53.08,5.78
8182,80.24,62.34,5.78
8183,54.32,51.85,14.46
8184,49.38,56.17,23.26
8185,70.37,61.11,16.43
8186,70.37,59.87,16.43
8187,62.96,59.25,17.36
8188,60.49,53.7,28.0
8189,72.83,58.64,19.32
8190,43.2,45.67,37.73
8191,61.72,66.66,16.43
8192,54.32,51.23,5.78
8193,53.08,51.85,13.54
8194,55.55,58.02,11.57
8195,54.32,50.61,28.93
8196,58.02,58.02,17.36
8197,51.85,54.93,14.46
8198,53.08,46.91,35.87
8199,45.67,46.29,25.23
8200,40.74,56.79,17.36
8201,64.19,58.02,22.22
8202,45.67,50.61,17.36
8203,56.79,52.46,35.06
8204,60.49,57.4,28.12
8205,48.14,50.61,17.36
8206,55.55,50.0,23.14
8207,60.49,56.17,17.36
8208,70.37,63.58,23.14
8209,56.79,53.7,23.14
8210,49.38,54.32,37.73
8211,60.49,57.4,17.36
8212,58.02,59.87,26.15
8213,51.85,55.55,17.36
8214,50.61,49.38,26.15
8215,66.66,64.19,19.32
8216,56.79,54.32,32.06
8217,45.67,54.93,20.25
8218,72.83,63.58,36.92
8219,70.37,60.49,14.46
8220,40.74,50.0,39.81
8221,45.67,50.61,20.25
8222,69.13,54.93,32.06
8223,67.9,62.96,29.05
8224,50.61,54.32,23.26
8225,62.96,58.64,11.57
8226,51.85,57.4,23.14
8227,59.25,60.49,8.68
8228,67.9,60.49,8.68
8229,49.38,53.08,11.57
8230,56.79,52.46,8.68
8231,45.67,51.23,8.68
8232,53.08,56.17,11.57
8233,65.43,59.25,30.9
8234,45.67,45.06,16.43
8235,56.79,54.93,29.05
8236,54.32,56.79,11.57
8237,53.08,58.02,30.09
8238,77.77,58.02,5.78
8239,65.43,66.04,20.25
8240,53.08,55.55,26.04
8241,67.9,58.02,38.77
8242,51.85,55.55,13.54
8243,48.14,56.17,23.26
8244,45.67,54.93,8.68
8245,58.02,61.11,5.78
8246,59.25,55.55,14.46
8247,67.9,57.4,23.14
8248,51.85,50.61,38.88
8249,65.43,60.49,10.64
8250,67.9,54.93,39.81
8251,56.79,56.79,20.25
8252,40.74,48.14,14.46
8253,67.9,61.72,8.68
8254,56.79,57.4,31.13
8255,60.49,48.14,23.26
8256,55.55,58.64,20.25
8257,60.49,51.85,20.25
8258,56.79,51.23,8.68
8259,55.55,58.64,5.78
8260,48.14,51.85,17.36
8261,53.08,53.7,11.57
8262,65.43,60.49,10.64
8263,54.32,52.46,23.26
8264,51.85,56.79,26.04
8265,76.54,64.19,20.37
8266,48.14,56.17,22.33
8267,62.96,57.4,20.25
8268,66.66,61.11,5.78
8269,71.6,60.49,0.0
8270,59.25,53.7,5.78
8271,55.55,57.4,5.78
8272,71.6,54.32,26.04
8273,58.02,61.11,32.98
8274,45.67,47.53,20.37
8275,50.61,56.79,54.28
8276,59.25,59.25,0.0
8277,75.3,58.64,17.36
8278,45.67,49.38,27.19
8279,54.32,56.17,5.78
8280,56.79,54.32,33.79
8281,59.25,49.38,20.37
8282,70.37,58.64,17.36
8283,61.72,55.55,39.69
8284,58.02,58.64,13.54
8285,55.55,58.02,5.78
8286,70.37,57.4,5.78
8287,40.74,49.38,28.12
8288,58.02,53.08,21.29
8289,59.25,61.72,13.54
8290,55.55,62.96,30.09
8291,60.49,56.79,17.36
8292,51.85,59.25,25.23
8293,62.96,50.61,14.46
8294,48.14,51.85,17.36
8295,60.49,50.61,22.33
8296,50.61,55.55,19.32
8297,65.43,58.64,14.46
8298,67.9,56.17,17.47
8299,54.32,56.17,8.68
8300,46.91,53.08,22.22
8301,51.85,52.46,25.23
